species,chromosome,type,chunks,length_kb
Eriophorum_angustifolium,OZ259057.1,array,2,10
Eriophorum_angustifolium,OZ259057.1,gap,191,955
Eriophorum_angustifolium,OZ259057.1,array,6,30
Eriophorum_angustifolium,OZ259057.1,gap,177,885
Eriophorum_angustifolium,OZ259057.1,array,4,20
Eriophorum_angustifolium,OZ259057.1,gap,87,435
Eriophorum_angustifolium,OZ259057.1,array,4,20
Eriophorum_angustifolium,OZ259057.1,gap,273,1365
Eriophorum_angustifolium,OZ259058.1,gap,192,960
Eriophorum_angustifolium,OZ259058.1,array,4,20
Eriophorum_angustifolium,OZ259058.1,gap,364,1820
Eriophorum_angustifolium,OZ259058.1,array,10,50
Eriophorum_angustifolium,OZ259058.1,gap,156,780
Eriophorum_angustifolium,OZ259058.1,array,6,30
Eriophorum_angustifolium,OZ259058.1,gap,95,475
Eriophorum_angustifolium,OZ259058.1,array,1,5
Eriophorum_angustifolium,OZ259058.1,gap,1,5
Eriophorum_angustifolium,OZ259058.1,array,6,30
Eriophorum_angustifolium,OZ259058.1,gap,282,1410
Eriophorum_angustifolium,OZ259058.1,array,8,40
Eriophorum_angustifolium,OZ259058.1,gap,131,655
Eriophorum_angustifolium,OZ259058.1,array,11,55
Eriophorum_angustifolium,OZ259058.1,gap,158,790
Eriophorum_angustifolium,OZ259058.1,array,3,15
Eriophorum_angustifolium,OZ259058.1,gap,74,370
Eriophorum_angustifolium,OZ259058.1,array,11,55
Eriophorum_angustifolium,OZ259058.1,gap,159,795
Eriophorum_angustifolium,OZ259058.1,array,13,65
Eriophorum_angustifolium,OZ259058.1,gap,104,520
Eriophorum_angustifolium,OZ259058.1,array,5,25
Eriophorum_angustifolium,OZ259058.1,gap,94,470
Eriophorum_angustifolium,OZ259058.1,array,15,75
Eriophorum_angustifolium,OZ259058.1,gap,70,350
Eriophorum_angustifolium,OZ259058.1,array,3,15
Eriophorum_angustifolium,OZ259058.1,gap,141,705
Eriophorum_angustifolium,OZ259058.1,array,3,15
Eriophorum_angustifolium,OZ259058.1,gap,155,775
Eriophorum_angustifolium,OZ259059.1,gap,285,1425
Eriophorum_angustifolium,OZ259059.1,array,7,35
Eriophorum_angustifolium,OZ259059.1,gap,176,880
Eriophorum_angustifolium,OZ259059.1,array,19,95
Eriophorum_angustifolium,OZ259059.1,gap,99,495
Eriophorum_angustifolium,OZ259059.1,array,1,5
Eriophorum_angustifolium,OZ259059.1,gap,121,605
Eriophorum_angustifolium,OZ259059.1,array,5,25
Eriophorum_angustifolium,OZ259059.1,gap,145,725
Eriophorum_angustifolium,OZ259059.1,array,1,5
Eriophorum_angustifolium,OZ259059.1,gap,1,5
Eriophorum_angustifolium,OZ259059.1,array,7,35
Eriophorum_angustifolium,OZ259059.1,gap,628,3140
Eriophorum_angustifolium,OZ259059.1,array,4,20
Eriophorum_angustifolium,OZ259059.1,gap,204,1020
Eriophorum_angustifolium,OZ259059.1,array,6,30
Eriophorum_angustifolium,OZ259059.1,gap,166,830
Eriophorum_angustifolium,OZ259059.1,array,31,155
Eriophorum_angustifolium,OZ259059.1,gap,136,680
Eriophorum_angustifolium,OZ259059.1,array,6,30
Eriophorum_angustifolium,OZ259059.1,gap,187,935
Eriophorum_angustifolium,OZ259059.1,array,5,25
Eriophorum_angustifolium,OZ259059.1,gap,78,390
Eriophorum_angustifolium,OZ259060.1,gap,15,75
Eriophorum_angustifolium,OZ259060.1,array,2,10
Eriophorum_angustifolium,OZ259060.1,gap,7,35
Eriophorum_angustifolium,OZ259060.1,array,3,15
Eriophorum_angustifolium,OZ259060.1,gap,440,2200
Eriophorum_angustifolium,OZ259060.1,array,5,25
Eriophorum_angustifolium,OZ259060.1,gap,139,695
Eriophorum_angustifolium,OZ259060.1,array,5,25
Eriophorum_angustifolium,OZ259060.1,gap,593,2965
Eriophorum_angustifolium,OZ259060.1,array,7,35
Eriophorum_angustifolium,OZ259060.1,gap,232,1160
Eriophorum_angustifolium,OZ259060.1,array,5,25
Eriophorum_angustifolium,OZ259060.1,gap,227,1135
Eriophorum_angustifolium,OZ259060.1,array,6,30
Eriophorum_angustifolium,OZ259060.1,gap,460,2300
Eriophorum_angustifolium,OZ259061.1,array,10,50
Eriophorum_angustifolium,OZ259061.1,gap,1044,5220
Eriophorum_angustifolium,OZ259061.1,array,4,20
Eriophorum_angustifolium,OZ259061.1,gap,185,925
Eriophorum_angustifolium,OZ259061.1,array,1,5
Eriophorum_angustifolium,OZ259061.1,gap,170,850
Eriophorum_angustifolium,OZ259061.1,array,9,45
Eriophorum_angustifolium,OZ259061.1,gap,378,1890
Eriophorum_angustifolium,OZ259061.1,array,9,45
Eriophorum_angustifolium,OZ259061.1,gap,29,145
Eriophorum_angustifolium,OZ259062.1,gap,386,1930
Eriophorum_angustifolium,OZ259062.1,array,4,20
Eriophorum_angustifolium,OZ259062.1,gap,455,2275
Eriophorum_angustifolium,OZ259062.1,array,2,10
Eriophorum_angustifolium,OZ259062.1,gap,11,55
Eriophorum_angustifolium,OZ259062.1,array,4,20
Eriophorum_angustifolium,OZ259062.1,gap,561,2805
Eriophorum_angustifolium,OZ259062.1,array,1,5
Eriophorum_angustifolium,OZ259062.1,gap,381,1905
Eriophorum_angustifolium,OZ259062.1,array,9,45
Eriophorum_angustifolium,OZ259062.1,gap,18,90
Eriophorum_angustifolium,OZ259063.1,gap,3,15
Eriophorum_angustifolium,OZ259063.1,array,4,20
Eriophorum_angustifolium,OZ259063.1,gap,137,685
Eriophorum_angustifolium,OZ259063.1,array,2,10
Eriophorum_angustifolium,OZ259063.1,gap,130,650
Eriophorum_angustifolium,OZ259063.1,array,5,25
Eriophorum_angustifolium,OZ259063.1,gap,149,745
Eriophorum_angustifolium,OZ259063.1,array,4,20
Eriophorum_angustifolium,OZ259063.1,gap,2,10
Eriophorum_angustifolium,OZ259063.1,array,2,10
Eriophorum_angustifolium,OZ259063.1,gap,1314,6570
Eriophorum_angustifolium,OZ259063.1,array,2,10
Eriophorum_angustifolium,OZ259063.1,gap,1,5
Schoenus_nigricans,OZ277373.1,gap,246,1230
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,310,1550
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,149,745
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,18,90
Schoenus_nigricans,OZ277373.1,gap,146,730
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,358,1790
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,172,860
Schoenus_nigricans,OZ277373.1,array,12,60
Schoenus_nigricans,OZ277373.1,gap,3,15
Schoenus_nigricans,OZ277373.1,array,15,75
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,6,30
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,70,350
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,27,135
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,55,275
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,3,15
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,127,635
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,92,460
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,416,2080
Schoenus_nigricans,OZ277373.1,array,11,55
Schoenus_nigricans,OZ277373.1,gap,33,165
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,181,905
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,351,1755
Schoenus_nigricans,OZ277373.1,array,15,75
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,5,25
Schoenus_nigricans,OZ277373.1,gap,122,610
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,215,1075
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,190,950
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,348,1740
Schoenus_nigricans,OZ277373.1,array,9,45
Schoenus_nigricans,OZ277373.1,gap,44,220
Schoenus_nigricans,OZ277373.1,array,18,90
Schoenus_nigricans,OZ277373.1,gap,440,2200
Schoenus_nigricans,OZ277373.1,array,15,75
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,9,45
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,31,155
Schoenus_nigricans,OZ277373.1,gap,91,455
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,1114,5570
Schoenus_nigricans,OZ277373.1,array,6,30
Schoenus_nigricans,OZ277373.1,gap,388,1940
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,83,415
Schoenus_nigricans,OZ277373.1,array,39,195
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,26,130
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,5,25
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,18,90
Schoenus_nigricans,OZ277373.1,gap,42,210
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,844,4220
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,238,1190
Schoenus_nigricans,OZ277373.1,array,4,20
Schoenus_nigricans,OZ277373.1,gap,116,580
Schoenus_nigricans,OZ277373.1,array,12,60
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,13,65
Schoenus_nigricans,OZ277373.1,gap,158,790
Schoenus_nigricans,OZ277373.1,array,11,55
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,13,65
Schoenus_nigricans,OZ277373.1,gap,518,2590
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,292,1460
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,39,195
Schoenus_nigricans,OZ277373.1,gap,19,95
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,534,2670
Schoenus_nigricans,OZ277373.1,array,50,250
Schoenus_nigricans,OZ277373.1,gap,705,3525
Schoenus_nigricans,OZ277373.1,array,13,65
Schoenus_nigricans,OZ277373.1,gap,130,650
Schoenus_nigricans,OZ277373.1,array,30,150
Schoenus_nigricans,OZ277373.1,gap,10,50
Schoenus_nigricans,OZ277373.1,array,5,25
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,7,35
Schoenus_nigricans,OZ277373.1,gap,461,2305
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,5,25
Schoenus_nigricans,OZ277373.1,array,122,610
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,111,555
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,161,805
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,4,20
Schoenus_nigricans,OZ277373.1,gap,581,2905
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,15,75
Schoenus_nigricans,OZ277373.1,gap,76,380
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,27,135
Schoenus_nigricans,OZ277373.1,gap,48,240
Schoenus_nigricans,OZ277373.1,array,1,5
Schoenus_nigricans,OZ277373.1,gap,449,2245
Schoenus_nigricans,OZ277373.1,array,3,15
Schoenus_nigricans,OZ277373.1,gap,423,2115
Schoenus_nigricans,OZ277373.1,array,29,145
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,13,65
Schoenus_nigricans,OZ277373.1,gap,4,20
Schoenus_nigricans,OZ277373.1,array,6,30
Schoenus_nigricans,OZ277373.1,gap,4,20
Schoenus_nigricans,OZ277373.1,array,5,25
Schoenus_nigricans,OZ277373.1,gap,4,20
Schoenus_nigricans,OZ277373.1,array,51,255
Schoenus_nigricans,OZ277373.1,gap,10,50
Schoenus_nigricans,OZ277373.1,array,4,20
Schoenus_nigricans,OZ277373.1,gap,4,20
Schoenus_nigricans,OZ277373.1,array,20,100
Schoenus_nigricans,OZ277373.1,gap,91,455
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,910,4550
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,2,10
Schoenus_nigricans,OZ277373.1,array,2,10
Schoenus_nigricans,OZ277373.1,gap,1138,5690
Schoenus_nigricans,OZ277373.1,array,4,20
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277373.1,array,38,190
Schoenus_nigricans,OZ277373.1,gap,1,5
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,184,920
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,38,190
Schoenus_nigricans,OZ277374.1,gap,286,1430
Schoenus_nigricans,OZ277374.1,array,10,50
Schoenus_nigricans,OZ277374.1,gap,427,2135
Schoenus_nigricans,OZ277374.1,array,4,20
Schoenus_nigricans,OZ277374.1,gap,187,935
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,897,4485
Schoenus_nigricans,OZ277374.1,array,12,60
Schoenus_nigricans,OZ277374.1,gap,316,1580
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,248,1240
Schoenus_nigricans,OZ277374.1,array,87,435
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,27,135
Schoenus_nigricans,OZ277374.1,gap,281,1405
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,326,1630
Schoenus_nigricans,OZ277374.1,array,8,40
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,199,995
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,445,2225
Schoenus_nigricans,OZ277374.1,array,13,65
Schoenus_nigricans,OZ277374.1,gap,5,25
Schoenus_nigricans,OZ277374.1,array,16,80
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,5,25
Schoenus_nigricans,OZ277374.1,gap,204,1020
Schoenus_nigricans,OZ277374.1,array,7,35
Schoenus_nigricans,OZ277374.1,gap,638,3190
Schoenus_nigricans,OZ277374.1,array,5,25
Schoenus_nigricans,OZ277374.1,gap,395,1975
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,355,1775
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,11,55
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,3,15
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,21,105
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,20,100
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,11,55
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,78,390
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,127,635
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,160,800
Schoenus_nigricans,OZ277374.1,gap,3,15
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,182,910
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,102,510
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,276,1380
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,60,300
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,5,25
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,8,40
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,39,195
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,8,40
Schoenus_nigricans,OZ277374.1,gap,5,25
Schoenus_nigricans,OZ277374.1,array,7,35
Schoenus_nigricans,OZ277374.1,gap,555,2775
Schoenus_nigricans,OZ277374.1,array,32,160
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,154,770
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,188,940
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,70,350
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,740,3700
Schoenus_nigricans,OZ277374.1,array,2,10
Schoenus_nigricans,OZ277374.1,gap,1,5
Schoenus_nigricans,OZ277374.1,array,8,40
Schoenus_nigricans,OZ277374.1,gap,2,10
Schoenus_nigricans,OZ277374.1,array,29,145
Schoenus_nigricans,OZ277374.1,gap,1026,5130
Schoenus_nigricans,OZ277374.1,array,26,130
Schoenus_nigricans,OZ277374.1,gap,74,370
Schoenus_nigricans,OZ277374.1,array,1,5
Schoenus_nigricans,OZ277374.1,gap,224,1120
Schoenus_nigricans,OZ277375.1,array,217,1085
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,22,110
Schoenus_nigricans,OZ277375.1,gap,247,1235
Schoenus_nigricans,OZ277375.1,array,10,50
Schoenus_nigricans,OZ277375.1,gap,735,3675
Schoenus_nigricans,OZ277375.1,array,3,15
Schoenus_nigricans,OZ277375.1,gap,445,2225
Schoenus_nigricans,OZ277375.1,array,6,30
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,54,270
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,6,30
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,8,40
Schoenus_nigricans,OZ277375.1,gap,91,455
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,8,40
Schoenus_nigricans,OZ277375.1,gap,271,1355
Schoenus_nigricans,OZ277375.1,array,1,5
Schoenus_nigricans,OZ277375.1,gap,4,20
Schoenus_nigricans,OZ277375.1,array,40,200
Schoenus_nigricans,OZ277375.1,gap,395,1975
Schoenus_nigricans,OZ277375.1,array,4,20
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,4,20
Schoenus_nigricans,OZ277375.1,gap,246,1230
Schoenus_nigricans,OZ277375.1,array,8,40
Schoenus_nigricans,OZ277375.1,gap,788,3940
Schoenus_nigricans,OZ277375.1,array,5,25
Schoenus_nigricans,OZ277375.1,gap,745,3725
Schoenus_nigricans,OZ277375.1,array,26,130
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,17,85
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,100,500
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,9,45
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,13,65
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,99,495
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,8,40
Schoenus_nigricans,OZ277375.1,gap,1,5
Schoenus_nigricans,OZ277375.1,array,4,20
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,3,15
Schoenus_nigricans,OZ277375.1,gap,667,3335
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,108,540
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,3,15
Schoenus_nigricans,OZ277375.1,array,5,25
Schoenus_nigricans,OZ277375.1,gap,4,20
Schoenus_nigricans,OZ277375.1,array,8,40
Schoenus_nigricans,OZ277375.1,gap,186,930
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,5,25
Schoenus_nigricans,OZ277375.1,array,3,15
Schoenus_nigricans,OZ277375.1,gap,591,2955
Schoenus_nigricans,OZ277375.1,array,20,100
Schoenus_nigricans,OZ277375.1,gap,199,995
Schoenus_nigricans,OZ277375.1,array,1,5
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,361,1805
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,54,270
Schoenus_nigricans,OZ277375.1,gap,2,10
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,472,2360
Schoenus_nigricans,OZ277375.1,array,22,110
Schoenus_nigricans,OZ277375.1,gap,3,15
Schoenus_nigricans,OZ277375.1,array,1,5
Schoenus_nigricans,OZ277375.1,gap,229,1145
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,142,710
Schoenus_nigricans,OZ277375.1,array,1,5
Schoenus_nigricans,OZ277375.1,gap,4,20
Schoenus_nigricans,OZ277375.1,array,17,85
Schoenus_nigricans,OZ277375.1,gap,102,510
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,360,1800
Schoenus_nigricans,OZ277375.1,array,14,70
Schoenus_nigricans,OZ277375.1,gap,94,470
Schoenus_nigricans,OZ277375.1,array,2,10
Schoenus_nigricans,OZ277375.1,gap,406,2030
Schoenus_nigricans,OZ277376.1,array,55,275
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,183,915
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,78,390
Schoenus_nigricans,OZ277376.1,gap,465,2325
Schoenus_nigricans,OZ277376.1,array,4,20
Schoenus_nigricans,OZ277376.1,gap,53,265
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,261,1305
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,594,2970
Schoenus_nigricans,OZ277376.1,array,32,160
Schoenus_nigricans,OZ277376.1,gap,829,4145
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,2,10
Schoenus_nigricans,OZ277376.1,array,8,40
Schoenus_nigricans,OZ277376.1,gap,7,35
Schoenus_nigricans,OZ277376.1,array,121,605
Schoenus_nigricans,OZ277376.1,gap,2,10
Schoenus_nigricans,OZ277376.1,array,5,25
Schoenus_nigricans,OZ277376.1,gap,7,35
Schoenus_nigricans,OZ277376.1,array,21,105
Schoenus_nigricans,OZ277376.1,gap,413,2065
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,148,740
Schoenus_nigricans,OZ277376.1,array,6,30
Schoenus_nigricans,OZ277376.1,gap,448,2240
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,73,365
Schoenus_nigricans,OZ277376.1,array,10,50
Schoenus_nigricans,OZ277376.1,gap,4,20
Schoenus_nigricans,OZ277376.1,array,4,20
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,30,150
Schoenus_nigricans,OZ277376.1,gap,249,1245
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,607,3035
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,822,4110
Schoenus_nigricans,OZ277376.1,array,15,75
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,6,30
Schoenus_nigricans,OZ277376.1,gap,18,90
Schoenus_nigricans,OZ277376.1,array,14,70
Schoenus_nigricans,OZ277376.1,gap,3,15
Schoenus_nigricans,OZ277376.1,array,14,70
Schoenus_nigricans,OZ277376.1,gap,68,340
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,119,595
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,30,150
Schoenus_nigricans,OZ277376.1,array,173,865
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,14,70
Schoenus_nigricans,OZ277376.1,gap,2,10
Schoenus_nigricans,OZ277376.1,array,197,985
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,317,1585
Schoenus_nigricans,OZ277376.1,gap,342,1710
Schoenus_nigricans,OZ277376.1,array,83,415
Schoenus_nigricans,OZ277376.1,gap,246,1230
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,5,25
Schoenus_nigricans,OZ277376.1,gap,4,20
Schoenus_nigricans,OZ277376.1,array,3,15
Schoenus_nigricans,OZ277376.1,gap,5,25
Schoenus_nigricans,OZ277376.1,array,7,35
Schoenus_nigricans,OZ277376.1,gap,210,1050
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,413,2065
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,183,915
Schoenus_nigricans,OZ277376.1,array,2,10
Schoenus_nigricans,OZ277376.1,gap,1,5
Schoenus_nigricans,OZ277376.1,array,1,5
Schoenus_nigricans,OZ277376.1,gap,242,1210
Schoenus_nigricans,OZ277376.1,array,8,40
