species,chromosome,chromosome_size_chunks,num_oligocentromere_arrays,num_oligocentromere_chunks,non_oligo_chunks,mean_array_length_chunks,median_array_length_chunks,mean_gap_chunks,median_gap_chunks
Juncus_inflexus,OZ276013.1,3085,29,248,2837,8.551724137931034,5,94.56666666666666,2
Juncus_inflexus,OZ276014.1,3059,28,820,2239,29.285714285714285,10,77.20689655172414,4
Juncus_inflexus,OZ276015.1,2986,32,659,2327,20.59375,10.5,70.51515151515152,2
Juncus_inflexus,OZ276016.1,2978,17,948,2030,55.76470588235294,11,112.77777777777777,2.5
Juncus_inflexus,OZ276017.1,2804,6,17,2787,2.8333333333333335,3,398.14285714285717,57
Juncus_inflexus,OZ276018.1,2667,17,70,2597,4.117647058823529,3,144.27777777777777,3.5
Juncus_inflexus,OZ276019.1,2625,12,99,2526,8.25,3.5,194.30769230769232,21
Juncus_inflexus,OZ276020.1,2615,23,71,2544,3.0869565217391304,2,106,3.5
Juncus_inflexus,OZ276021.1,2477,21,89,2388,4.238095238095238,3,108.54545454545455,5.5
Juncus_inflexus,OZ276022.1,2376,18,71,2305,3.9444444444444446,2,121.3157894736842,20
Juncus_inflexus,OZ276023.1,2086,7,15,2071,2.142857142857143,2,258.875,57
Juncus_inflexus,OZ276024.1,2131,5,14,2117,2.8,2,352.8333333333333,176.5
Luzula_sylvatica,OX326956.1,15449,195,2837,12612,14.548717948717949,3,64.34693877551021,49.5
Luzula_sylvatica,OX326957.1,14987,244,3599,11388,14.75,4,46.481632653061226,28
Luzula_sylvatica,OX326958.1,14906,242,3405,11501,14.070247933884298,3,47.32921810699588,31
Luzula_sylvatica,OX326959.1,14581,217,3875,10706,17.857142857142858,3,49.11009174311926,34
Luzula_sylvatica,OX326960.1,14103,222,2867,11236,12.914414414414415,4,50.38565022421525,37
Luzula_sylvatica,OX326961.1,12111,134,2065,10046,15.41044776119403,4,74.41481481481482,47
Cyperus_rotundus,CM116641.1,2344,0,0,2344,0,0,2344,2344
Cyperus_rotundus,CM116642.1,2058,0,0,2058,0,0,2058,2058
Cyperus_rotundus,CM116643.1,1799,0,0,1799,0,0,1799,1799
Cyperus_rotundus,CM116644.1,1558,0,0,1558,0,0,1558,1558
Cyperus_rotundus,CM116645.1,1526,0,0,1526,0,0,1526,1526
Cyperus_rotundus,CM116646.1,1496,0,0,1496,0,0,1496,1496
Cyperus_rotundus,CM116647.1,1488,0,0,1488,0,0,1488,1488
Cyperus_rotundus,CM116648.1,1436,0,0,1436,0,0,1436,1436
Cyperus_rotundus,CM116649.1,1425,0,0,1425,0,0,1425,1425
Cyperus_rotundus,CM116650.1,1380,0,0,1380,0,0,1380,1380
Cyperus_rotundus,CM116651.1,1373,0,0,1373,0,0,1373,1373
Cyperus_rotundus,CM116652.1,1355,0,0,1355,0,0,1355,1355
Cyperus_rotundus,CM116653.1,1335,0,0,1335,0,0,1335,1335
Cyperus_rotundus,CM116654.1,1332,0,0,1332,0,0,1332,1332
Cyperus_rotundus,CM116655.1,1331,0,0,1331,0,0,1331,1331
Cyperus_rotundus,CM116656.1,1284,0,0,1284,0,0,1284,1284
Cyperus_rotundus,CM116657.1,1233,0,0,1233,0,0,1233,1233
Cyperus_rotundus,CM116658.1,1185,0,0,1185,0,0,1185,1185
Cyperus_rotundus,CM116659.1,1162,0,0,1162,0,0,1162,1162
Cyperus_rotundus,CM116660.1,1129,0,0,1129,0,0,1129,1129
Cyperus_rotundus,CM116661.1,1098,0,0,1098,0,0,1098,1098
Cyperus_rotundus,CM116662.1,1094,0,0,1094,0,0,1094,1094
Cyperus_rotundus,CM116663.1,1005,0,0,1005,0,0,1005,1005
Cyperus_rotundus,CM116664.1,977,0,0,977,0,0,977,977
Cyperus_rotundus,CM116665.1,992,0,0,992,0,0,992,992
Cyperus_rotundus,CM116666.1,945,0,0,945,0,0,945,945
Cyperus_rotundus,CM116667.1,930,0,0,930,0,0,930,930
Cyperus_rotundus,CM116668.1,914,0,0,914,0,0,914,914
Cyperus_rotundus,CM116669.1,884,0,0,884,0,0,884,884
Cyperus_rotundus,CM116670.1,868,0,0,868,0,0,868,868
Cyperus_rotundus,CM116671.1,879,0,0,879,0,0,879,879
Cyperus_rotundus,CM116672.1,848,0,0,848,0,0,848,848
Cyperus_rotundus,CM116673.1,847,0,0,847,0,0,847,847
Cyperus_rotundus,CM116674.1,835,0,0,835,0,0,835,835
Cyperus_rotundus,CM116675.1,829,0,0,829,0,0,829,829
Cyperus_rotundus,CM116676.1,810,0,0,810,0,0,810,810
Cyperus_rotundus,CM116677.1,807,0,0,807,0,0,807,807
Cyperus_rotundus,CM116678.1,790,0,0,790,0,0,790,790
Cyperus_rotundus,CM116679.1,788,0,0,788,0,0,788,788
Cyperus_rotundus,CM116680.1,769,0,0,769,0,0,769,769
Cyperus_rotundus,CM116681.1,764,0,0,764,0,0,764,764
Cyperus_rotundus,CM116682.1,761,0,0,761,0,0,761,761
Cyperus_rotundus,CM116683.1,757,0,0,757,0,0,757,757
Cyperus_rotundus,CM116684.1,730,0,0,730,0,0,730,730
Cyperus_rotundus,CM116685.1,652,0,0,652,0,0,652,652
Cyperus_rotundus,CM116686.1,648,0,0,648,0,0,648,648
Cyperus_rotundus,CM116687.1,640,0,0,640,0,0,640,640
Cyperus_rotundus,CM116688.1,625,0,0,625,0,0,625,625
Cyperus_rotundus,CM116689.1,622,0,0,622,0,0,622,622
Cyperus_rotundus,CM116690.1,619,0,0,619,0,0,619,619
Cyperus_rotundus,CM116691.1,592,0,0,592,0,0,592,592
Cyperus_rotundus,CM116692.1,581,0,0,581,0,0,581,581
Cyperus_rotundus,CM116693.1,581,0,0,581,0,0,581,581
Cyperus_rotundus,CM116694.1,577,0,0,577,0,0,577,577
Cyperus_rotundus,CM116695.1,566,0,0,566,0,0,566,566
Rhynchospora_breviuscula,CM050398.1,18375,243,923,17452,3.7983539094650207,4,71.52459016393442,62
Rhynchospora_breviuscula,CM050399.1,14272,205,838,13434,4.087804878048781,4,65.21359223,64.5
Rhynchospora_breviuscula,CM050400.1,14083,204,849,13234,4.161764705882353,4,64.55609756097562,63
Rhynchospora_breviuscula,CM050401.1,13190,172,690,12500,4.011627906976744,4,72.25433526011561,67
Rhynchospora_breviuscula,CM050402.1,14093,181,763,13330,4.2154696132596685,4,73.24175824175825,65
Rhynchospora_tenuis,CM050888.1,43013,575,1689,41324,2.937391304347826,3,71.74305555555556,67
Rhynchospora_tenuis,CM050889.1,27072,334,916,26156,2.7425149700598803,3,78.07761194029851,68
Carex_depauperata,OZ078168.1,8771,76,291,8480,3.8289473684210527,3.5,110.12987012987013,86
Carex_depauperata,OZ078169.1,8286,69,284,8002,4.115942028985507,4,114.31428571428572,95.5
Carex_depauperata,OZ078170.1,8006,68,327,7679,4.8088235294117645,4,111.28985507246377,111
Carex_depauperata,OZ078171.1,7929,55,248,7681,4.509090909090909,4,137.16071428571428,135
Carex_depauperata,OZ078172.1,7736,54,216,7520,4,3.5,136.72727272727272,116
Carex_depauperata,OZ078173.1,7578,40,173,7405,4.325,4,180.6097561,138
Carex_depauperata,OZ078174.1,7361,68,285,7076,4.1911764705882355,3.5,102.55072463768116,113
Carex_depauperata,OZ078175.1,6721,51,243,6478,4.764705882352941,5,124.57692307692308,107
Carex_depauperata,OZ078176.1,6717,45,229,6488,5.088888888888889,5,141.04347826086956,145
Carex_depauperata,OZ078177.1,6516,58,269,6247,4.637931034482759,5,105.88135593220339,107
Carex_depauperata,OZ078178.1,6227,27,88,6139,3.259259259259259,3,219.25,79
Carex_depauperata,OZ078179.1,5703,52,234,5469,4.5,5,103.18867924528301,99
Carex_depauperata,OZ078180.1,5607,65,236,5371,3.6307692307692307,3,81.37878787878788,34
Carex_depauperata,OZ078181.1,5562,44,225,5337,5.113636363636363,5.5,118.6,93
Carex_depauperata,OZ078182.1,5455,43,197,5258,4.5813953488372094,4,119.5,107.5
Carex_depauperata,OZ078183.1,5423,32,115,5308,3.59375,3.5,160.84848484848484,152
Carex_depauperata,OZ078184.1,5114,53,243,4871,4.584905660377358,4,90.20370370370371,62
Carex_depauperata,OZ078185.1,5295,51,205,5090,4.019607843137255,4,97.88461538461539,71.5
Carex_depauperata,OZ078186.1,5145,20,91,5054,4.55,5,240.66666666666666,156
Carex_depauperata,OZ078187.1,5079,43,188,4891,4.372093023255814,5,111.1590909090909,96
Carex_depauperata,OZ078188.1,5069,43,194,4875,4.511627906976744,4,110.79545454545455,87
Carex_depauperata,OZ078189.1,4680,47,198,4482,4.212765957446808,4,93.375,97.5
Carex_pendula,OZ060212.1,3979,47,198,3781,4.212765957446808,4,78.77083333333333,86.5
Carex_pendula,OZ060213.1,3860,43,179,3681,4.162790697674419,4,83.65909091,102.5
Carex_pendula,OZ060214.1,3436,42,173,3263,4.119047619047619,4,75.88372093023256,80
Carex_pendula,OZ060215.1,3210,41,174,3036,4.2439024390243905,4,72.28571428571429,76
Carex_pendula,OZ060216.1,3152,36,177,2975,4.916666666666667,5,80.40540541,79
Carex_pendula,OZ060217.1,3145,32,154,2991,4.8125,5,90.63636363636364,92
Carex_pendula,OZ060218.1,2952,34,166,2786,4.882352941176471,5,79.6,86
Carex_pendula,OZ060219.1,2816,34,187,2629,5.5,6,75.11428571428571,82
Carex_pendula,OZ060220.1,2658,25,116,2542,4.64,5,97.76923076923077,114
Carex_pendula,OZ060221.1,2621,24,121,2500,5.041666666666667,5,100,101
Carex_pendula,OZ060222.1,2605,25,122,2483,4.88,5,95.5,91.5
Carex_pendula,OZ060223.1,2514,20,91,2423,4.55,4,115.38095238095238,101
Carex_pendula,OZ060224.1,2464,27,125,2339,4.62962963,5,83.53571428571429,100
Carex_pendula,OZ060225.1,2365,23,101,2264,4.391304347826087,5,94.33333333333333,85.5
Carex_pendula,OZ060226.1,2364,24,106,2258,4.416666666666667,5,90.32,80
Carex_pendula,OZ060227.1,2200,24,98,2102,4.083333333333333,4,84.08,81
Carex_pendula,OZ060228.1,2160,23,103,2057,4.478260869565218,5,85.70833333333333,95
Carex_pendula,OZ060229.1,2147,28,124,2023,4.428571428571429,5,69.75862068965517,72
Carex_pendula,OZ060230.1,2053,17,87,1966,5.117647058823529,4,109.22222222222223,118
Carex_pendula,OZ060231.1,1984,16,70,1914,4.375,4,112.58823529411765,132
Carex_pendula,OZ060232.1,1971,21,94,1877,4.476190476190476,4,85.31818181818181,84
Carex_pendula,OZ060233.1,1839,20,101,1738,5.05,5,82.76190476190476,85
Carex_pendula,OZ060234.1,1825,16,78,1747,4.875,5,102.76470588235294,106
Carex_pendula,OZ060235.1,1635,13,49,1586,3.769230769230769,3,113.28571428571429,91
Carex_pendula,OZ060236.1,1608,14,84,1524,6,6,101.6,116
Carex_pendula,OZ060237.1,1553,18,85,1468,4.722222222222222,4.5,77.26315789473684,79
Carex_pendula,OZ060238.1,1515,15,60,1455,4,4,90.9375,100
Carex_pendula,OZ060239.1,1495,13,51,1444,3.923076923076923,4,103.14285714285714,118.5
Carex_pendula,OZ060240.1,1455,13,77,1378,5.923076923076923,6,98.42857142857143,83
Carex_pendula,OZ060241.1,1441,17,76,1365,4.470588235294118,5,75.83333333333333,79.5
Carex_pendula,OZ060242.1,1438,12,59,1379,4.916666666666667,4.5,106.07692307692308,108
Carex_rostrata,OZ060077.1,4151,35,128,4023,3.657142857142857,4,111.75,129
Carex_rostrata,OZ060078.1,3709,26,112,3597,4.3076923076923075,4,133.22222222222223,129
Carex_rostrata,OZ060079.1,3270,32,128,3142,4,4,95.21212121212122,101
Carex_rostrata,OZ060080.1,3058,29,116,2942,4,4,98.06666666666666,104.5
Carex_rostrata,OZ060081.1,3057,14,49,3008,3.5,3,200.53333333333333,172
Carex_rostrata,OZ060082.1,2962,18,64,2898,3.5555555555555554,4,152.52631578947367,162
Carex_rostrata,OZ060083.1,2947,18,77,2870,4.277777777777778,4.5,151.05263157894737,127
Carex_rostrata,OZ060084.1,2928,27,112,2816,4.148148148148148,4,100.57142857142857,105.5
Carex_rostrata,OZ060085.1,2788,26,112,2676,4.3076923076923075,4,99.11111111111111,108
Carex_rostrata,OZ060086.1,2764,15,64,2700,4.266666666666667,4,168.75,155.5
Carex_rostrata,OZ060087.1,2745,21,93,2652,4.428571428571429,5,120.54545454545455,114
Carex_rostrata,OZ060088.1,2673,21,92,2581,4.380952380952381,4,117.31818181818181,127
Carex_rostrata,OZ060089.1,2506,16,63,2443,3.9375,4,143.7058823529412,156
Carex_rostrata,OZ060090.1,2164,24,92,2072,3.8333333333333335,4,82.88,95
Carex_rostrata,OZ060091.1,2127,19,81,2046,4.2631578947368425,4,102.3,113
Carex_rostrata,OZ060092.1,2113,17,68,2045,4,4,113.61111111111111,123
Carex_rostrata,OZ060093.1,2111,17,70,2041,4.117647058823529,4,113.38888888888889,112.5
Carex_rostrata,OZ060094.1,1992,20,77,1915,3.85,4,91.19047619047619,103
Carex_rostrata,OZ060095.1,1929,17,66,1863,3.8823529411764706,4,103.5,100
Carex_rostrata,OZ060096.1,1878,11,40,1838,3.6363636363636362,4,153.16666666666666,155.5
Carex_rostrata,OZ060097.1,1792,11,41,1751,3.727272727272727,4,145.91666666666666,173
Carex_rostrata,OZ060098.1,1774,12,46,1728,3.8333333333333335,4,132.92307692307693,123
Carex_rostrata,OZ060099.1,1744,15,52,1692,3.466666666666667,3,105.75,117.5
Carex_rostrata,OZ060100.1,1736,13,54,1682,4.153846153846154,4,120.14285714285714,116.5
Carex_rostrata,OZ060101.1,1644,12,46,1598,3.8333333333333335,4,122.92307692307692,120
Carex_rostrata,OZ060102.1,1539,11,35,1504,3.1818181818181817,3,125.33333333333333,142
Carex_rostrata,OZ060103.1,1520,8,24,1496,3,3.5,166.22222222222223,115
Carex_rostrata,OZ060104.1,1458,6,29,1429,4.833333333333333,5,204.14285714285714,192
Carex_rostrata,OZ060105.1,1402,2,5,1397,2.5,2.5,465.6666666666667,409
Carex_rostrata,OZ060106.1,1307,6,24,1283,4,4,183.28571428571428,193
Carex_rostrata,OZ060107.1,1259,12,30,1229,2.5,2,94.53846153846153,49
Carex_rostrata,OZ060108.1,1147,3,11,1136,3.6666666666666665,4,284,242.5
Carex_rostrata,OZ060109.1,1087,4,17,1070,4.25,4,214,130
Carex_rostrata,OZ060110.1,1006,5,19,987,3.8,4,164.5,163.5
Carex_rostrata,OZ060111.1,938,1,6,932,6,6,466,466
Luzula_pallescens,OZ187629.1,14762,234,4165,10597,17.799145299145298,2,45.09361702127659,36
Luzula_pallescens,OZ187630.1,12017,180,2662,9355,14.78888888888889,2,51.68508287292818,37
Luzula_pallescens,OZ187631.1,11916,157,2855,9061,18.18471337579618,3,57.348101265822784,43
Luzula_pallescens,OZ187632.1,10616,151,2647,7969,17.52980132450331,3,52.42763157894737,35
Luzula_pallescens,OZ187633.1,10043,107,2490,7553,23.27102803738318,3,69.93518518518519,51.5
Luzula_pallescens,OZ187634.1,8181,139,2094,6087,15.06474820143885,3,43.47857142857143,30.5
Carex_caryophyllea,OZ202074.1,4994,22,89,4905,4.045454545454546,3.5,213.2608695652174,116
Carex_caryophyllea,OZ202075.1,4919,22,94,4825,4.2727272727272725,4.5,209.7826086956522,169
Carex_caryophyllea,OZ202076.1,4768,33,161,4607,4.878787878787879,5,135.5,131.5
Carex_caryophyllea,OZ202077.1,4728,36,158,4570,4.388888888888889,4,123.51351351351352,114
Carex_caryophyllea,OZ202078.1,4129,34,153,3976,4.5,4,113.6,101
Carex_caryophyllea,OZ202079.1,4060,43,198,3862,4.604651162790698,5,87.77272727272727,101
Carex_caryophyllea,OZ202080.1,4044,14,53,3991,3.7857142857142856,4,266.06666666666666,198
Carex_caryophyllea,OZ202081.1,4039,34,143,3896,4.205882352941177,4.5,111.31428571428572,110
Carex_caryophyllea,OZ202082.1,3874,13,50,3824,3.8461538461538463,4,273.14285714285717,192.5
Carex_caryophyllea,OZ202083.1,3557,28,133,3424,4.75,5,118.06896551724138,113
Carex_caryophyllea,OZ202084.1,3232,34,119,3113,3.5,3.5,88.94285714285714,62
Carex_caryophyllea,OZ202085.1,3099,12,35,3064,2.9166666666666665,3,235.69230769230768,26
Carex_caryophyllea,OZ202086.1,3078,28,121,2957,4.321428571428571,5,101.96551724137932,119
Carex_caryophyllea,OZ202087.1,3060,26,102,2958,3.923076923076923,4,109.55555555555556,120
Carex_caryophyllea,OZ202088.1,2888,30,165,2723,5.5,5,87.83870967741936,90
Carex_caryophyllea,OZ202089.1,2848,15,65,2783,4.333333333333333,5,173.9375,161
Carex_caryophyllea,OZ202090.1,2780,14,56,2724,4,4,181.6,173
Carex_caryophyllea,OZ202091.1,2757,11,35,2722,3.1818181818181817,2,226.83333333333334,245.5
Carex_caryophyllea,OZ202092.1,2726,17,71,2655,4.176470588235294,4,147.5,103
Carex_caryophyllea,OZ202093.1,2672,18,85,2587,4.722222222222222,5,136.1578947368421,126
Carex_caryophyllea,OZ202094.1,2653,25,102,2551,4.08,4,98.11538461538461,118
Carex_caryophyllea,OZ202095.1,2613,21,100,2513,4.761904761904762,5,114.22727272727273,110.5
Carex_caryophyllea,OZ202096.1,2587,29,118,2469,4.068965517241379,4,82.3,81.5
Carex_caryophyllea,OZ202097.1,2556,22,102,2454,4.636363636363637,5,106.69565217391305,73
Carex_caryophyllea,OZ202098.1,2531,25,75,2456,3,3,94.46153846153847,110
Carex_caryophyllea,OZ202099.1,2451,13,58,2393,4.461538461538462,4,170.92857142857142,169
Carex_caryophyllea,OZ202100.1,2376,22,110,2266,5,4.5,98.52173913043478,74
Carex_caryophyllea,OZ202101.1,2327,15,68,2259,4.533333333333333,5,141.1875,131.5
Carex_caryophyllea,OZ202102.1,2275,14,63,2212,4.5,4.5,147.46666666666667,120
Carex_caryophyllea,OZ202103.1,2230,10,30,2200,3,2,200,119
Carex_caryophyllea,OZ202104.1,2217,16,56,2161,3.5,3,127.11764705882354,137
Carex_caryophyllea,OZ202105.1,2111,24,80,2031,3.3333333333333335,3,81.24,44
Carex_caryophyllea,OZ202106.1,2089,4,23,2066,5.75,6,413.2,401
Carex_caryophyllea,OZ202107.1,2033,16,75,1958,4.6875,5,115.17647058823529,101
Carex_sylvatica,OZ060149.1,4217,40,165,4052,4.125,4,98.82926829268293,101
Carex_sylvatica,OZ060150.1,3474,18,67,3407,3.7222222222222223,4,179.31578947368422,172
Carex_sylvatica,OZ060151.1,3446,26,79,3367,3.0384615384615383,3,124.70370370370371,126
Carex_sylvatica,OZ060152.1,3235,22,92,3143,4.181818181818182,4,136.65217391304347,140
Carex_sylvatica,OZ060153.1,3130,19,70,3060,3.6842105263157894,3,153,134.5
Carex_sylvatica,OZ060154.1,2958,24,97,2861,4.041666666666667,4,114.44,139
Carex_sylvatica,OZ060155.1,2924,28,109,2815,3.892857142857143,3.5,97.06896551724138,112
Carex_sylvatica,OZ060156.1,2915,33,111,2804,3.3636363636363638,4,82.47058823529412,83
Carex_sylvatica,OZ060157.1,2873,24,80,2793,3.3333333333333335,3.5,111.72,96
Carex_sylvatica,OZ060158.1,2846,24,88,2758,3.6666666666666665,4,110.32,119
Carex_sylvatica,OZ060159.1,2814,21,69,2745,3.2857142857142856,4,124.77272727272727,135.5
Carex_sylvatica,OZ060160.1,2763,30,132,2631,4.4,4,84.87096774193549,96
Carex_sylvatica,OZ060161.1,2660,18,62,2598,3.4444444444444446,3,136.73684210526315,130
Carex_sylvatica,OZ060162.1,2623,12,48,2575,4,3.5,198.07692307692307,186
Carex_sylvatica,OZ060163.1,2515,25,79,2436,3.16,3,93.69230769,82
Carex_sylvatica,OZ060164.1,2502,22,73,2429,3.3181818181818183,3,105.6086956521739,133
Carex_sylvatica,OZ060165.1,2500,19,75,2425,3.9473684210526314,3,121.25,122
Carex_sylvatica,OZ060166.1,2196,24,91,2105,3.7916666666666665,4,84.2,87
Carex_sylvatica,OZ060167.1,2143,17,59,2084,3.4705882352941178,3,115.77777777777777,137.5
Carex_sylvatica,OZ060168.1,2028,15,56,1972,3.7333333333333334,3,123.25,96
Carex_sylvatica,OZ060169.1,2024,17,62,1962,3.6470588235294117,4,109,131
Carex_sylvatica,OZ060170.1,1991,15,52,1939,3.466666666666667,3,121.1875,98.5
Carex_sylvatica,OZ060171.1,1874,11,46,1828,4.181818181818182,4,152.33333333333334,147
Carex_sylvatica,OZ060172.1,1841,13,47,1794,3.6153846153846154,4,128.14285714285714,142.5
Carex_sylvatica,OZ060173.1,1806,16,50,1756,3.125,2,103.29411764705883,94
Carex_sylvatica,OZ060174.1,1687,17,61,1626,3.588235294117647,4,90.33333333333333,92
Carex_sylvatica,OZ060175.1,1535,5,29,1506,5.8,6,251,258
Carex_sylvatica,OZ060176.1,1510,11,25,1485,2.272727272727273,2,123.75,151
Carex_sylvatica,OZ060177.1,1474,5,12,1462,2.4,2,243.66666666666666,229.5
Eriophorum_vaginatum,OZ241426.1,3446,31,239,3207,7.709677419354839,6,100.21875,64.5
Eriophorum_vaginatum,OZ241427.1,3283,27,137,3146,5.074074074074074,4,112.35714285714286,111
Eriophorum_vaginatum,OZ241428.1,3274,23,123,3151,5.3478260869565215,4,131.29166666666666,111.5
Eriophorum_vaginatum,OZ241429.1,3245,18,74,3171,4.111111111111111,3.5,166.89473684210526,145
Eriophorum_vaginatum,OZ241430.1,3041,28,160,2881,5.714285714285714,5.5,99.34482758620689,31
Eriophorum_vaginatum,OZ241431.1,2914,38,212,2702,5.578947368421052,4.5,69.28205128205128,49
Eriophorum_vaginatum,OZ241432.1,2776,27,154,2622,5.703703703703703,5,93.64285714285714,72.5
Eriophorum_vaginatum,OZ241433.1,2763,19,116,2647,6.105263157894737,4,132.35,115
Eriophorum_vaginatum,OZ241434.1,2714,23,188,2526,8.173913043478262,7,105.25,48.5
Eriophorum_vaginatum,OZ241435.1,2737,20,96,2641,4.8,4,125.76190476190476,89
Eriophorum_vaginatum,OZ241436.1,2697,32,160,2537,5,5,76.87878787878788,71
Eriophorum_vaginatum,OZ241437.1,2546,18,90,2456,5,5,129.26315789473685,91
Eriophorum_vaginatum,OZ241438.1,2509,27,199,2310,7.37037037,6,82.5,92
Eriophorum_vaginatum,OZ241439.1,2508,21,131,2377,6.238095238095238,6,108.04545454545455,109.5
Eriophorum_vaginatum,OZ241440.1,2486,26,172,2314,6.615384615384615,5,85.70370370370371,89
Eriophorum_vaginatum,OZ241441.1,2442,25,128,2314,5.12,5,89,95.5
Eriophorum_vaginatum,OZ241442.1,2416,19,130,2286,6.842105263157895,6,114.3,109
Eriophorum_vaginatum,OZ241443.1,2345,20,102,2243,5.1,5,106.80952380952381,80
Eriophorum_vaginatum,OZ241444.1,2330,26,189,2141,7.269230769230769,5,79.29629629629629,79
Eriophorum_vaginatum,OZ241445.1,2322,28,161,2161,5.75,5,74.51724137931035,79
Eriophorum_vaginatum,OZ241446.1,2312,17,93,2219,5.470588235294118,5,123.27777777777777,131.5
Eriophorum_vaginatum,OZ241447.1,2300,39,290,2010,7.435897435897436,6,50.25,49.5
Eriophorum_vaginatum,OZ241448.1,2293,23,138,2155,6,5,89.79166666666667,71.5
Eriophorum_vaginatum,OZ241449.1,2267,27,175,2092,6.481481481481482,5,74.71428571428571,60.5
Eriophorum_vaginatum,OZ241450.1,2251,20,138,2113,6.9,6,100.61904761904762,74
Eriophorum_vaginatum,OZ241451.1,2208,20,115,2093,5.75,5,99.66666666666667,97
Eriophorum_vaginatum,OZ241452.1,2165,30,275,1890,9.166666666666666,6,60.96774193548387,55
Eriophorum_vaginatum,OZ241453.1,2163,23,164,1999,7.130434782608695,6,83.29166666666667,74.5
Eriophorum_vaginatum,OZ241454.1,2137,51,322,1815,6.313725490196078,6,34.90384615384615,9
Carex_arenaria,OZ060117.1,9157,24,519,8638,21.625,7,345.52,328
Carex_arenaria,OZ060118.1,7085,25,335,6750,13.4,7,259.61538461538464,243.5
Carex_arenaria,OZ060119.1,2998,11,80,2918,7.2727272727272725,7,243.16666666666666,221.5
Carex_arenaria,OZ060120.1,2755,11,63,2692,5.7272727272727275,6,224.33333333333334,200.5
Carex_arenaria,OZ060121.1,2747,13,103,2644,7.923076923076923,8,188.85714285714286,192.5
Carex_arenaria,OZ060122.1,2731,14,124,2607,8.857142857142858,6.5,173.8,165
Carex_arenaria,OZ060123.1,2518,10,125,2393,12.5,6,217.54545454545453,170
Carex_arenaria,OZ060124.1,2512,10,67,2445,6.7,7,222.27272727272728,242
Carex_arenaria,OZ060125.1,2492,11,68,2424,6.181818181818182,6,202,200
Carex_arenaria,OZ060126.1,2452,12,59,2393,4.916666666666667,4,184.07692307692307,159
Carex_arenaria,OZ060127.1,2428,13,98,2330,7.538461538461538,6,166.42857142857142,190.5
Carex_arenaria,OZ060128.1,2420,9,165,2255,18.333333333333332,6,225.5,266
Carex_arenaria,OZ060129.1,2325,7,50,2275,7.142857142857143,7,284.375,284
Carex_arenaria,OZ060130.1,2238,11,49,2189,4.454545454545454,5,182.41666666666666,202
Carex_arenaria,OZ060131.1,2200,11,65,2135,5.909090909090909,6,177.91666666666666,189.5
Carex_arenaria,OZ060132.1,2138,10,70,2068,7,7,188,176
Carex_arenaria,OZ060133.1,2055,11,63,1992,5.7272727272727275,5,166,192.5
Carex_arenaria,OZ060134.1,1939,10,52,1887,5.2,5,171.54545454545453,200
Carex_arenaria,OZ060135.1,1934,7,52,1882,7.428571428571429,7,235.25,240.5
Carex_arenaria,OZ060136.1,1930,8,49,1881,6.125,5.5,209,248
Carex_arenaria,OZ060137.1,1834,7,53,1781,7.571428571428571,6,222.625,209.5
Carex_arenaria,OZ060138.1,1805,10,56,1749,5.6,5,159,141
Carex_arenaria,OZ060139.1,1674,8,38,1636,4.75,5,181.77777777777777,233
Carex_arenaria,OZ060140.1,1609,7,43,1566,6.142857142857143,6,195.75,144.5
Carex_arenaria,OZ060141.1,1578,6,30,1548,5,4.5,221.14285714285714,228
Carex_arenaria,OZ060142.1,1520,6,41,1479,6.833333333333333,5.5,211.28571428571428,193
Carex_arenaria,OZ060143.1,1284,8,40,1244,5,4.5,138.22222222222223,139
Cyperus_fuscus,OZ210599.1,2552,1,7,2545,7,7,1272.5,1272.5
Cyperus_fuscus,OZ210600.1,3505,9,47,3458,5.222222222222222,5,345.8,228.5
Cyperus_fuscus,OZ210601.1,3301,10,78,3223,7.8,8,293,186
Cyperus_fuscus,OZ210602.1,3265,7,38,3227,5.428571428571429,5,403.375,87.5
Cyperus_fuscus,OZ210603.1,3239,6,29,3210,4.833333333333333,3,458.57142857142856,108
Cyperus_fuscus,OZ210604.1,2788,6,23,2765,3.8333333333333335,3,395,6
Cyperus_fuscus,OZ210605.1,2782,10,69,2713,6.9,6,246.63636363636363,161
Cyperus_fuscus,OZ210606.1,2757,4,31,2726,7.75,8,545.2,659
Cyperus_fuscus,OZ210607.1,2366,3,10,2356,3.3333333333333335,3,589,305.5
Cyperus_fuscus,OZ210608.1,2189,2,12,2177,6,6,725.6666666666666,1
Cyperus_fuscus,OZ210609.1,2127,4,17,2110,4.25,4.5,422,208
Cyperus_fuscus,OZ210610.1,2124,2,3,2121,1.5,1.5,707,434
Cyperus_fuscus,OZ210611.1,2110,0,0,2110,0,0,2110,2110
Cyperus_fuscus,OZ210612.1,2110,0,0,2110,0,0,2110,2110
Cyperus_fuscus,OZ210613.1,1955,3,15,1940,5,5,485,339.5
Cyperus_fuscus,OZ210614.1,1888,1,2,1886,2,2,943,943
Cyperus_fuscus,OZ210615.1,1727,0,0,1727,0,0,1727,1727
Cyperus_fuscus,OZ210616.1,1617,0,0,1617,0,0,1617,1617
x_Bolboschoenoplectus_mariqueter,CM075233.1,1423,6,51,1372,8.5,3,196,104
x_Bolboschoenoplectus_mariqueter,CM075234.1,1152,8,36,1116,4.5,2.5,124,17
